id	sentence	e1_mention	e2_mention	relation
408_Sectime28	 The patient was seen in consultation by the Neurology Service for her apparent postoperative encephalopathy and episodes of shaking .ADMISSION DATE : 2-5-94 DISCHARGE DATE : 4-2-94 HISTORY OF PRESENT ILLNESS : The patient was a 71 year old white female with a history of carcinoid lung cancer who presented for evaluation of a tracheoesophageal fistula .	[the Neurology Service | CLINICAL_DEPT]	[4-2-94 | DATE]	Before
207_TL34	 on the day of admission , she became much worse and after several days of increasing her meter-dosed inhaler use , she call Emergency Medical Services which assessed her as having heart failure with elevated jugular venous distention and rales 	[her meter-dosed inhaler | TREATMENT]	[increasing | OCCURRENCE]	Before
287_SECTIME77	5 , HR 51 , BP 112/60 , RR 18 , and oxygen saturation was 98% on ambient air .Admission Date : 2018-08-02 Discharge Date : 2018-08-08 Service : MEDICINE History of Present Illness : Patient is a 77 year old female with a past medical history significant for GI bleeding secondary to arteriovenous malformations , who presents with maroon stool and a hematocrit drop .	[HR | TEST]	[2018-08-02 | DATE]	Before
802_TL50	Admission Date : 2017-09-03 Discharge Date : 2017-10-10 Service : MEDICINE History of Present Illness : 70 y/o male with h/o CAD s/p LAD PTCA 33 yrs ago , COPD , T2DM , and AICD pocket infection who presented to the Juan on 2017-09-03 with worsening SOB x 5 days and feeling ' cloudy . was initially admitted to CCU on 2017-09-03 , transferred to Pendleton on 2017-09-05 , triggered on 2017-09-10 for hypotension with BP 67/38 and transferred back to CCU on 2017-09-10 .	[33 yrs | DURATION]	[2017-09-03 | DATE]	Before
463_SECTIME39	 Urology consultation thinks that cystoscopy would not add any benefit to the management and only would consider a right nephrostomy if renal function failed to improve .Admission Date : 03/03/1999 Discharge Date : 03/08/1999 HISTORY OF PRESENT ILLNESS : Mr.	[cystoscopy | TREATMENT]	[03/08/1999 | DATE]	Before
332_Sectime64	 She was treated with vancomycin to cover her MRSA pneumonia .Admission Date : 2019-07-17 Discharge Date : 2019-07-27 Service : MEDICINE History of Present Illness : This is a 39 year-old female with a history of diabetes type I on an insulin pump , anemia , hypothyroidism , gastroparesis , GERD , who was transferred from Mediplex Rehab Hospital Hospital for further management of hypoxic respiratory failure .	[vancomycin | TREATMENT]	[2019-07-27 | DATE]	Before
402_SECTIME63	 She was weaned off her pressors on 02-21 and maintained her pressure w/out additional fluid boluses .Admission Date : 2013-02-18 Discharge Date : 2013-02-27 Service : MEDICINE History of Present Illness : The patient is a 78 y/o WF w/a PMH significant for HTN and afib who presented to an OSH w/ complaints of abd pain and nausea .	[her pressure | TEST]	[2013-02-27 | DATE]	Before
577_TL9	Admission Date : 2009-06-23 Discharge Date : 2009-07-12 Service : CMI ; then to Medcine ; then transferred to CCU HISTORY OF PRESENT ILLNESS : The patient is an 83-year-old male with a history of diabetes mellitus , steroid-treated polymyalgia rheumatica , hypertension , benign prostatic hypertrophy , and high cholesterol who presented for a lower extremity peripheral angiography for bilateral foot ulcers , and he was found to an evaluated blood urea nitrogen , and creatinine , and potassium 	[diabetes | PROBLEM]	[diabetes mellitus | PROBLEM]	Simultaneous
11_TL89	Admission Date : 06/11/1991 Discharge Date : 06/22/1991 HISTORY OF PRESENT ILLNESS : Patient is a 28 year old gravida IV , para 2 with metastatic cervical cancer admitted with a question of malignant pericardial effusion . Given the patient  and apos;s history of cervical cancer , the pericardial effusion was felt most likely to be malignant .	[pericardial effusion | PROBLEM]	[the pericardial effusion | PROBLEM]	Simultaneous
273_TL19	 Each episode lasted approximately 15 minutes in duration and resolved on their own 	[Each episode | PROBLEM]	[15 minutes | DURATION]	Simultaneous
472_TL34	Admission Date : 2017-06-16 Discharge Date : 2017-07-27 Service : MEDICINE History of Present Illness : Patient is a 58 year old male with a recent admission for abdominal pain s/p negative exploratory laparotomy for suspected intussuception now returns on day of discharge with fever and tachycardia . Patient then did well on a trach mask and was transferred to rehab on the day of admission but now returns with tachycardia to the 120 's , and fever to 102 degrees F .	[returns | OCCURRENCE]	[returns | OCCURRENCE]	Simultaneous
166_TL19	 The patient states that the pain began at 10:30 on the day of admission with increase during the day of admission with positive nausea and vomiting , no diarrhea , decreased output from the ostomy , and the pain was radiating to the back .Admission Date : 07/04/1999 Discharge Date : 07/09/1999 Discharge Date : 07/09/1999 HISTORY OF THE PRESENT ILLNESS : This is a 49 year-old male with a history of a low anterior resection in May of 1998 and a recurrence of metastasis with asleeve of section of left colon diverting ileostomy for recurrent metastasis later in May of 1999 who presents with anterior midepigastric abdominal pain .	[the pain | PROBLEM]	[anterior midepigastric abdominal pain | PROBLEM]	Simultaneous
163_TL80	 Echocardiogram was obtained which showed moderately depressed left ventricular systolic function as well as hypokinesis of the lower half of septum and apex . A renal ultrasound was obtained .	[showed | EVIDENTIAL]	[A renal ultrasound | TEST]	Simultaneous
541_TL2	 He continued to progress until two weeks prior to admission when he was found in the bathtub , unsteady and fell trying to steady himself .ADMISSION DATE : 04/30/2005 DISCHARGE DATE : 5/14/05 05/14/2005 HISTORY OF PRESENT ILLNESS : The patient is a pleasant 83-year-old retired psychiatrist who presents with a chief complaint of gait difficulty for the last five to six months .	[admission | OCCURRENCE]	[ADMISSION | OCCURRENCE]	Simultaneous
87_TL57	 The patient was transferred to Nimaconwood Valley Hospital for management of her cancer and termination of the pregnancy . The poor prognosis for the patient and child were discussed and after the patient decided to have an elective abortion , an abdominal CT scan was obtained which revealed diffuse metastatic lesions of the liverspine , ribs and most of the lymph nodes .	[termination | TREATMENT]	[an elective abortion | TREATMENT]	Simultaneous
717_TL157	 Incidentally , an aortogram during the catheterization revealed a Debakey class I aortic ascending aneurysm , and the patient had a pulmonary capillary wedge pressure of 20 at the time of catheterization . Regarding her aortic ascending aneurysm , Cardiothoracic Surgery was consulted regarding further workup .	[a Debakey class I aortic ascending aneurysm | PROBLEM]	[her aortic ascending aneurysm | PROBLEM]	Simultaneous
587_TL66	5 liters of normal saline , two units of packed red blood cells and two units of fresh frozen plasma and transferred to the Medical Intensive Care Unit for further management 	[Medical Intensive Care Unit | CLINICAL_DEPT]	[the Medical Intensive Care Unit | CLINICAL_DEPT]	Simultaneous
1_TL26	 At that time , she also had cat scratch fever and she had resection of an abscess in the left lower extremity . She had a normal pancreas at that time , however , hyperdense kidneys .	[cat scratch fever | PROBLEM]	[that time | DATE]	Simultaneous
587_TL2	 The patient was discharged from The Hospital for Orthopedics with the diagnosis of pulmonary embolism about six months prior to the current admission and was started on Warfarin .Admission Date : 2015-11-22 Discharge Date : 2015-11-27 Service : CMED CCU-GREEN HISTORY OF PRESENT ILLNESS : The patient is a 73 year old male with a recent history of paroxysmal atrial fibrillation and hypercholesterolemia who presented to the Emergency Department with the chief complaint of syncope .	[the current admission | OCCURRENCE]	[Admission | OCCURRENCE]	Simultaneous
472_TL206	 On 07-25 , his J-tube was noted to be obstructed but was able to be flushed by IR on 07-26 	[flushed | TREATMENT]	[IR | CLINICAL_DEPT]	Simultaneous
631_TL130	 A small / moderate-sized , mild-intensity , reversible posterior lateral defect was also seen , indicative of mild / moderate ischemia 	[A small / moderate-sized , mild-intensity , reversible posterior lateral defect | PROBLEM]	[mild / moderate ischemia | PROBLEM]	Simultaneous
126_TL0	ADMISSION DATE : 09/08/96 DISCHARGE DATE : 09/17/96 HISTORY OF PRESENT ILLNESS : This 82 year old retired engineer has had multiple admissions to the Ph University Of Medical Center for multiple strokes and a spontaneous subdural hematoma and prostatic hypertrophy 	[ADMISSION | OCCURRENCE]	[09/08/96 | DATE]	Simultaneous
362_TL3	 On POD#7 he was cleared for discharge to home by physical therapy and on POD#8 he was discharged .Admission Date : 2017-05-08 Discharge Date : 2017-05-16 Service : CARDIOTHORACIC History of Present Illness : Mr.	[discharged | OCCURRENCE]	[Discharge | OCCURRENCE]	Simultaneous
308_TL26	 She presented to the Ponta,itri- University Medical Center Emergency Department on 12/01/02 for evaluation of this constipation 	[this constipation | PROBLEM]	[constipation | PROBLEM]	Simultaneous
352_TL15	 The patient awoke with chest pressure radiating to the right chest associated with diaphoresis 	[radiating to the right chest | PROBLEM]	[diaphoresis | PROBLEM]	Simultaneous
423_TL21	 She had a workup by her neurologist and an MRI revealed a C5-6 disc herniation with cord compression and a T2 signal change at that level . She had a postoperative CT scan that revealed partial decompression of the spinal canal and good placement of her hardware .	[revealed | EVIDENTIAL]	[a postoperative CT scan | TEST]	Simultaneous
121_TL181	 At Noughwell Entanbon Health , her temperature was 101 , pulse 135 , blood pressure 94/74 , respiratory rate 20 . Neurologic : Patient did not receive sedation or muscle relaxant since admission to the Pediatric Intensive Care Unit .	[respiratory rate | TEST]	[admission | OCCURRENCE]	Simultaneous
11_TL219	 Pathology was negative for tumor and showed peritubal and periovarian adhesions . Cardiology felt that follow-up echo was indicated on 06/18 as she had another echocardiogram which showed no change or evidence of tamponade .	[showed | EVIDENTIAL]	[another echocardiogram | TEST]	Simultaneous
182_TL16	 The prolapse is especailly large and uncomfotable when she tries to move her bowels and it is easier for her to do sowhile standing rather than sitting 	[standing | OCCURRENCE]	[tries to move her bowels | OCCURRENCE]	Simultaneous
98_TL35	 He was successfully weaned off this support . The patient was brought to the cardiothoracic Intensive Care Unit in stable condition on minimal pressor support .	[this support | TREATMENT]	[minimal pressor support | TREATMENT]	Simultaneous
777_TL54	 Argatroban was started abd a HIT panel was sent , HIT panel was positive 	[HIT panel | TEST]	[a HIT panel | TEST]	Simultaneous
656_TL3	 The patient was admitted to the Short Stay Unit for further evaluation .Admission Date : 06/16/1997 Discharge Date : 06/18/1997 HISTORY OF PRESENT ILLNESS : This is a 70 year old gentleman with metastatic rectal cancer who presented with biliary obstruction .	[admitted | OCCURRENCE]	[Admission | OCCURRENCE]	Simultaneous
517_TL231	 CMED CCU change include discontinuation of coumadin secondary to inc risk of upper GI bleed . PPx : --- Protonix , Lovenox , R boot as per CMED CCU 9.	[CMED CCU | CLINICAL_DEPT]	[CMED CCU | CLINICAL_DEPT]	Simultaneous
43_TL102	 He was subsquently admitted to the ICU for further care . He was initially placed on Ceftriaxone , Levaquin , and Flagyl in the ICU but then changed to  Azithromycin CTX at time of transfer to the oncology service .	[the ICU | CLINICAL_DEPT]	[the ICU | CLINICAL_DEPT]	Simultaneous
491_TL100	 Apparently , he had had a low hematocrit as an outpatient and was checked two weeks prior to admission but was not given transfusion because the patient did not want to come in at that time 	[want to come | OCCURRENCE]	[that time | DATE]	Simultaneous
213_TL1	Admission Date : 2016-07-18 Discharge Date : 2016-07-21 Service : MEDICINE History of Present Illness : 46 - yo-man w/ active cocaine use presents w/ LE edema 	[Discharge | OCCURRENCE]	[2016-07-21 | DATE]	Simultaneous
682_TL84	 Reportedly , the patient was at a local restaurant where he was noted to be unresponsive . Neurology - The patient remained unresponsive after the induced hypothermia , the patient was noticed to develop myoclonic jerks and occasional fluttering of his eyelids .	[unresponsive | PROBLEM]	[unresponsive | PROBLEM]	Simultaneous
676_TL13	 Accordingly she presents for operative therapy at this time 	[operative therapy | TREATMENT]	[this time | DATE]	Simultaneous
602_TL98	 Eventually , his IV steroids were transitioned to a p. He was followed by the CMED CSRU Service and was started on IV Decadron initially in addition to IV Unasyn , which he tolerated well .	[his IV steroids | TREATMENT]	[IV Decadron | TREATMENT]	Simultaneous
357_TL80	 A complete blood count had a white blood cell count of 13,800 with 17% polys , 0% bands 	[a white blood cell count | TEST]	[A complete blood count | TEST]	Simultaneous
417_TL2	 HOSPITAL COURSE : On 2017-09-13 , the patient was brought to the operating room and underwent a coiling with stent placement of the left carotid ophthalmic aneurysm . The patient underwent coiling and stent placement without complications .	[stent placement | TREATMENT]	[stent placement | TREATMENT]	Simultaneous
